court,house,area,u_price,t_price,detail_url
青特小镇,3室2厅1卫,97,15982,155,https://qd.anjuke.com/prop/view/A5749798065?auction=201&hpType=1&entry=102&position=4&kwtype=filter&now_time=1625016793&spread=filtersearch_p&from=from_esf_List_screen&index=4
少海澜山,3室2厅1卫,80.3,9969,80,https://qd.anjuke.com/prop/view/A5794559401?auction=201&hpType=1&entry=102&position=5&kwtype=filter&now_time=1625016793&spread=filtersearch_p&from=from_esf_List_screen&index=5
坤宇幸福花园,3室2厅1卫,92.5,8868,82,https://qd.anjuke.com/prop/view/A5802571233?auction=201&hpType=1&entry=102&position=6&kwtype=filter&now_time=1625016793&spread=filtersearch_p&from=from_esf_List_screen&index=6
世纪绿洲,3室2厅1卫,86.1,9408,81,https://qd.anjuke.com/prop/view/A5785224816?auction=201&hpType=1&entry=102&position=7&kwtype=filter&now_time=1625016793&spread=filtersearch_p&from=from_esf_List_screen&index=7
世纪新村(中区),3室2厅1卫,82,12074,99,https://qd.anjuke.com/prop/view/A5763857447?auction=201&hpType=1&entry=102&position=8&kwtype=filter&now_time=1625016793&spread=filtersearch_p&from=from_esf_List_screen&index=8
紫悦府,3室1厅1卫,99.6,9418,93.8,https://qd.anjuke.com/prop/view/A5793353861?auction=201&hpType=1&entry=102&position=9&kwtype=filter&now_time=1625016793&spread=filtersearch_p&from=from_esf_List_screen&index=9
东岸花园,3室1厅1卫,98.2,9673,95,https://qd.anjuke.com/prop/view/A5776839167?auction=207&hpType=11&entry=102&position=10&kwtype=filter&now_time=1625016793&spread=filtersearch_c&from=from_esf_List_screen&index=10
青特小镇,3室2厅1卫,96,15417,148,https://qd.anjuke.com/prop/view/A5810234315?auction=201&hpType=1&entry=102&position=11&kwtype=filter&now_time=1625016793&spread=filtersearch_p&from=from_esf_List_screen&index=11
青特小镇,3室1厅1卫,96,15417,148,https://qd.anjuke.com/prop/view/A5804724093?auction=201&hpType=1&entry=102&position=12&kwtype=filter&now_time=1625016793&spread=filtersearch_p&from=from_esf_List_screen&index=12
青特小镇,3室2厅1卫,96,15417,148,https://qd.anjuke.com/prop/view/A5801755875?auction=201&hpType=1&entry=102&position=13&kwtype=filter&now_time=1625016793&spread=filtersearch_p&from=from_esf_List_screen&index=13
融创维多利亚湾,3室2厅1卫,96,10209,98,https://qd.anjuke.com/prop/view/A5795728750?auction=201&hpType=1&entry=102&position=14&kwtype=filter&now_time=1625016793&spread=filtersearch_p&from=from_esf_List_screen&index=14
融创维多利亚湾,3室2厅1卫,96,9688,93,https://qd.anjuke.com/prop/view/A5760690158?auction=201&hpType=1&entry=102&position=15&kwtype=filter&now_time=1625016793&spread=filtersearch_p&from=from_esf_List_screen&index=15
融创维多利亚湾,3室1厅1卫,99.3,8662,86,https://qd.anjuke.com/prop/view/A5804871994?auction=201&hpType=1&entry=102&position=16&kwtype=filter&now_time=1625016793&spread=filtersearch_p&from=from_esf_List_screen&index=16
融创维多利亚湾,3室1厅1卫,95.4,9804,93.5,https://qd.anjuke.com/prop/view/A5798783308?auction=201&hpType=1&entry=102&position=17&kwtype=filter&now_time=1625016793&spread=filtersearch_p&from=from_esf_List_screen&index=17
融创维多利亚湾,3室2厅1卫,95.6,10255,98,https://qd.anjuke.com/prop/view/A5798837322?auction=201&hpType=1&entry=102&position=18&kwtype=filter&now_time=1625016793&spread=filtersearch_p&from=from_esf_List_screen&index=18
新天地国际新城,3室2厅1卫,99,8586,85,https://qd.anjuke.com/prop/view/A5777030873?auction=201&hpType=1&entry=102&position=19&kwtype=filter&now_time=1625016793&spread=filtersearch_p&from=from_esf_List_screen&index=19
温馨家园(黄岛),3室0厅1卫,95.7,10241,98,https://qd.anjuke.com/prop/view/A5771082310?auction=207&hpType=11&entry=102&position=20&kwtype=filter&now_time=1625016793&spread=filtersearch_c&from=from_esf_List_screen&index=20
青特小镇,3室2厅1卫,95,15579,148,https://qd.anjuke.com/prop/view/A5812078491?auction=201&hpType=1&entry=102&position=21&kwtype=filter&now_time=1625016793&spread=filtersearch_p&from=from_esf_List_screen&index=21
鑫汇新都,3室2厅2卫,94,9043,85,https://qd.anjuke.com/prop/view/A5777683915?auction=201&hpType=1&entry=102&position=22&kwtype=filter&now_time=1625016793&spread=filtersearch_p&from=from_esf_List_screen&index=22
坤宇幸福花园,3室1厅1卫,95,9474,90,https://qd.anjuke.com/prop/view/A5713565469?auction=201&hpType=1&entry=102&position=23&kwtype=filter&now_time=1625016793&spread=filtersearch_p&from=from_esf_List_screen&index=23
青特小镇,3室2厅1卫,95,16000,152,https://qd.anjuke.com/prop/view/A5806350679?auction=201&hpType=1&entry=102&position=24&kwtype=filter&now_time=1625016793&spread=filtersearch_p&from=from_esf_List_screen&index=24
青特小镇,3室1厅1卫,97,15980,155,https://qd.anjuke.com/prop/view/A5763558212?auction=201&hpType=1&entry=102&position=25&kwtype=filter&now_time=1625016793&spread=filtersearch_p&from=from_esf_List_screen&index=25
青特小镇,3室1厅1卫,97,15980,155,https://qd.anjuke.com/prop/view/A5811739258?auction=201&hpType=1&entry=102&position=26&kwtype=filter&now_time=1625016793&spread=filtersearch_p&from=from_esf_List_screen&index=26
越秀和悦府,3室2厅1卫,95.9,10119,97,https://qd.anjuke.com/prop/view/A5668965551?auction=201&hpType=1&entry=102&position=27&kwtype=filter&now_time=1625016793&spread=filtersearch_p&from=from_esf_List_screen&index=27
青特小镇,3室2厅1卫,97,15258,148,https://qd.anjuke.com/prop/view/A5808374317?auction=201&hpType=1&entry=102&position=28&kwtype=filter&now_time=1625016793&spread=filtersearch_p&from=from_esf_List_screen&index=28
融创维多利亚湾,3室2厅1卫,95.4,9752,93,https://qd.anjuke.com/prop/view/A5769264851?auction=201&hpType=1&entry=102&position=29&kwtype=filter&now_time=1625016793&spread=filtersearch_p&from=from_esf_List_screen&index=29
融创维多利亚湾,3室2厅1卫,96,9688,93,https://qd.anjuke.com/prop/view/A5761338832?auction=201&hpType=1&entry=102&position=30&kwtype=filter&now_time=1625016793&spread=filtersearch_p&from=from_esf_List_screen&index=30
坤宇幸福花园,3室2厅1卫,92.5,8868,82,https://qd.anjuke.com/prop/view/A5803927011?auction=201&hpType=1&entry=102&position=31&kwtype=filter&now_time=1625016793&spread=filtersearch_p&from=from_esf_List_screen&index=31
世纪绿洲,3室2厅1卫,86.1,9408,81,https://qd.anjuke.com/prop/view/A5785244011?auction=201&hpType=1&entry=102&position=32&kwtype=filter&now_time=1625016793&spread=filtersearch_p&from=from_esf_List_screen&index=32
世纪新村(中区),3室2厅1卫,82,12074,99,https://qd.anjuke.com/prop/view/A5765700517?auction=201&hpType=1&entry=102&position=33&kwtype=filter&now_time=1625016793&spread=filtersearch_p&from=from_esf_List_screen&index=33
青特小镇,3室2厅1卫,96,15417,148,https://qd.anjuke.com/prop/view/A5810103341?auction=201&hpType=1&entry=102&position=34&kwtype=filter&now_time=1625016793&spread=filtersearch_p&from=from_esf_List_screen&index=34
融创维多利亚湾,3室2厅1卫,96,10209,98,https://qd.anjuke.com/prop/view/A5811526095?auction=201&hpType=1&entry=102&position=35&kwtype=filter&now_time=1625016793&spread=filtersearch_p&from=from_esf_List_screen&index=35
鑫汇新都,3室2厅2卫,94,9043,85,https://qd.anjuke.com/prop/view/A5779739423?auction=201&hpType=1&entry=102&position=36&kwtype=filter&now_time=1625016793&spread=filtersearch_p&from=from_esf_List_screen&index=36
青特小镇,3室2厅1卫,97,15258,148,https://qd.anjuke.com/prop/view/A5811291435?auction=201&hpType=1&entry=102&position=37&kwtype=filter&now_time=1625016793&spread=filtersearch_p&from=from_esf_List_screen&index=37
坤宇幸福花园,3室2厅1卫,92.5,8868,82,https://qd.anjuke.com/prop/view/A5799258394?auction=201&hpType=1&entry=102&position=38&kwtype=filter&now_time=1625016793&spread=filtersearch_p&from=from_esf_List_screen&index=38
世纪绿洲,3室2厅1卫,86.1,9408,81,https://qd.anjuke.com/prop/view/A5786542741?auction=201&hpType=1&entry=102&position=39&kwtype=filter&now_time=1625016793&spread=filtersearch_p&from=from_esf_List_screen&index=39
世纪新村(中区),3室2厅1卫,82,12074,99,https://qd.anjuke.com/prop/view/A5769570521?auction=201&hpType=1&entry=102&position=40&kwtype=filter&now_time=1625016793&spread=filtersearch_p&from=from_esf_List_screen&index=40
青特小镇,3室2厅1卫,96,15417,148,https://qd.anjuke.com/prop/view/A5812059308?auction=201&hpType=1&entry=102&position=41&kwtype=filter&now_time=1625016793&spread=filtersearch_p&from=from_esf_List_screen&index=41
融创维多利亚湾,3室2厅1卫,96,10209,98,https://qd.anjuke.com/prop/view/A5803177247?auction=201&hpType=1&entry=102&position=42&kwtype=filter&now_time=1625016793&spread=filtersearch_p&from=from_esf_List_screen&index=42
鑫汇新都,3室2厅2卫,94,9043,85,https://qd.anjuke.com/prop/view/A5787230632?auction=201&hpType=1&entry=102&position=43&kwtype=filter&now_time=1625016793&spread=filtersearch_p&from=from_esf_List_screen&index=43
青特小镇,3室2厅1卫,97,15258,148,https://qd.anjuke.com/prop/view/A5808180084?auction=201&hpType=1&entry=102&position=44&kwtype=filter&now_time=1625016793&spread=filtersearch_p&from=from_esf_List_screen&index=44
世纪绿洲,3室2厅1卫,86.1,9408,81,https://qd.anjuke.com/prop/view/A5784074110?auction=201&hpType=1&entry=102&position=45&kwtype=filter&now_time=1625016793&spread=filtersearch_p&from=from_esf_List_screen&index=45
世纪新村(中区),3室2厅1卫,82,12074,99,https://qd.anjuke.com/prop/view/A5772870917?auction=201&hpType=1&entry=102&position=46&kwtype=filter&now_time=1625016793&spread=filtersearch_p&from=from_esf_List_screen&index=46
坤宇幸福花园,3室2厅1卫,92.5,8868,82,https://qd.anjuke.com/prop/view/A5754280988?auction=201&hpType=1&entry=102&position=47&kwtype=filter&now_time=1625016793&spread=filtersearch_p&from=from_esf_List_screen&index=47
青特小镇,3室2厅1卫,96,15417,148,https://qd.anjuke.com/prop/view/A5811014745?auction=201&hpType=1&entry=102&position=48&kwtype=filter&now_time=1625016793&spread=filtersearch_p&from=from_esf_List_screen&index=48
融创维多利亚湾,3室2厅1卫,96,10209,98,https://qd.anjuke.com/prop/view/A5804234438?auction=201&hpType=1&entry=102&position=49&kwtype=filter&now_time=1625016793&spread=filtersearch_p&from=from_esf_List_screen&index=49
鑫汇新都,3室2厅2卫,94,9043,85,https://qd.anjuke.com/prop/view/A5740812170?auction=201&hpType=1&entry=102&position=50&kwtype=filter&now_time=1625016793&spread=filtersearch_p&from=from_esf_List_screen&index=50
世纪新村(中区),3室2厅1卫,82,12074,99,https://qd.anjuke.com/prop/view/A5809433026?auction=201&hpType=1&entry=102&position=51&kwtype=filter&now_time=1625016793&spread=filtersearch_p&from=from_esf_List_screen&index=51
青特小镇,3室2厅1卫,96,15417,148,https://qd.anjuke.com/prop/view/A5810573936?auction=201&hpType=1&entry=102&position=52&kwtype=filter&now_time=1625016793&spread=filtersearch_p&from=from_esf_List_screen&index=52
融创维多利亚湾,3室2厅1卫,96,10209,98,https://qd.anjuke.com/prop/view/A5806162047?auction=207&hpType=11&entry=102&position=53&kwtype=filter&now_time=1625016793&spread=filtersearch_c&from=from_esf_List_screen&index=53
鑫汇新都,3室2厅2卫,94,9043,85,https://qd.anjuke.com/prop/view/A5797027376?auction=201&hpType=1&entry=102&position=54&kwtype=filter&now_time=1625016793&spread=filtersearch_p&from=from_esf_List_screen&index=54
青特小镇,3室2厅1卫,96,15417,148,https://qd.anjuke.com/prop/view/A5811641748?auction=201&hpType=1&entry=102&position=55&kwtype=filter&now_time=1625016793&spread=filtersearch_p&from=from_esf_List_screen&index=55
鑫汇新都,3室2厅2卫,94,9043,85,https://qd.anjuke.com/prop/view/A5742849019?auction=201&hpType=1&entry=102&position=56&kwtype=filter&now_time=1625016793&spread=filtersearch_p&from=from_esf_List_screen&index=56
青特小镇,3室2厅1卫,96,15417,148,https://qd.anjuke.com/prop/view/A5811612536?auction=201&hpType=1&entry=102&position=57&kwtype=filter&now_time=1625016793&spread=filtersearch_p&from=from_esf_List_screen&index=57
鑫汇新都,3室2厅2卫,94,9043,85,https://qd.anjuke.com/prop/view/A5749182887?auction=201&hpType=1&entry=102&position=58&kwtype=filter&now_time=1625016793&spread=filtersearch_p&from=from_esf_List_screen&index=58
青特小镇,3室2厅1卫,96,15417,148,https://qd.anjuke.com/prop/view/A5811875367?auction=201&hpType=1&entry=102&position=59&kwtype=filter&now_time=1625016793&spread=filtersearch_p&from=from_esf_List_screen&index=59
越秀和悦府,3室2厅2卫,95.4,10270,98,https://qd.anjuke.com/prop/view/A5678337090?auction=201&hpType=1&entry=102&position=0&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=0
卓越花园,3室2厅2卫,97.4,10061,98,https://qd.anjuke.com/prop/view/A5805830155?auction=201&hpType=1&entry=102&position=1&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=1
越秀和悦府,3室2厅2卫,95.9,10119,97,https://qd.anjuke.com/prop/view/A5699256420?auction=201&hpType=1&entry=102&position=2&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=2
齐发小区,3室2厅1卫,89,10338,92,https://qd.anjuke.com/prop/view/A5804389828?auction=201&hpType=1&entry=102&position=3&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=3
青特小镇,3室2厅1卫,96.4,15356,148,https://qd.anjuke.com/prop/view/R1998130401189897?auction=201&hpType=1&entry=102&position=4&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=4
鑫汇新都,3室2厅2卫,94,9043,85,https://qd.anjuke.com/prop/view/A5740567137?auction=201&hpType=1&entry=102&position=5&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=5
世纪绿洲,3室2厅1卫,94,8511,80,https://qd.anjuke.com/prop/view/A5786989525?auction=201&hpType=1&entry=102&position=6&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=6
和平六区,3室1厅1卫,96.5,9533,92,https://qd.anjuke.com/prop/view/A5808284878?auction=201&hpType=1&entry=102&position=7&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=7
越秀星汇城,3室2厅2卫,87,9414,81.9,https://qd.anjuke.com/prop/view/A5800620335?auction=201&hpType=1&entry=102&position=8&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=8
越秀和悦府,3室2厅2卫,95.4,9798,93.5,https://qd.anjuke.com/prop/view/A5684680264?auction=201&hpType=1&entry=102&position=9&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=9
世纪新村(北一区),3室2厅1卫,81,11976,97,https://qd.anjuke.com/prop/view/A5787284130?auction=207&hpType=11&entry=102&position=10&kwtype=filter&now_time=1625016795&spread=filtersearch_c&from=from_esf_List_screen&index=10
城阳盛世家园(一期),3室1厅1卫,87,9311,81,https://qd.anjuke.com/prop/view/A5624577382?auction=201&hpType=1&entry=102&position=11&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=11
青特小镇,3室2厅1卫,96,15417,148,https://qd.anjuke.com/prop/view/A5808259158?auction=201&hpType=1&entry=102&position=12&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=12
柳沟社区,3室1厅1卫,85.3,10317,88,https://qd.anjuke.com/prop/view/A5794815864?auction=201&hpType=1&entry=102&position=13&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=13
青特小镇,3室2厅1卫,95,15579,148,https://qd.anjuke.com/prop/view/A5802504632?auction=201&hpType=1&entry=102&position=14&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=14
东樱花小区,3室1厅1卫,89,10113,90,https://qd.anjuke.com/prop/view/A5801479365?auction=201&hpType=1&entry=102&position=15&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=15
万科北宸之光,3室2厅1卫,89.3,9969,89,https://qd.anjuke.com/prop/view/A5799788044?auction=201&hpType=1&entry=102&position=16&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=16
融创维多利亚湾,3室2厅1卫,96,10209,98,https://qd.anjuke.com/prop/view/A5790900183?auction=201&hpType=1&entry=102&position=17&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=17
珠海二区,3室1厅1卫,98,9592,94,https://qd.anjuke.com/prop/view/A5605913329?auction=201&hpType=1&entry=102&position=18&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=18
明远新苑,3室1厅1卫,94,8724,82,https://qd.anjuke.com/prop/view/A5574431477?auction=201&hpType=1&entry=102&position=19&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=19
水发润城,3室1厅1卫,91.1,10756,98,https://qd.anjuke.com/prop/view/A5806399674?auction=201&hpType=1&entry=102&position=20&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=20
和平三区,3室1厅1卫,91.5,9290,85,https://qd.anjuke.com/prop/view/A5789587121?auction=201&hpType=1&entry=102&position=21&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=21
幸福人家,3室2厅1卫,98.3,9257,91,https://qd.anjuke.com/prop/view/A5808652671?auction=201&hpType=1&entry=102&position=22&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=22
世纪绿洲,3室2厅1卫,90,10556,95,https://qd.anjuke.com/prop/view/A5775013603?auction=201&hpType=1&entry=102&position=23&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=23
联谊景尚名都B区,3室2厅1卫,94.5,8786,83,https://qd.anjuke.com/prop/view/A5795073483?auction=201&hpType=1&entry=102&position=24&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=24
新珠花苑,3室1厅1卫,87,10690,93,https://qd.anjuke.com/prop/view/A5773903945?auction=201&hpType=1&entry=102&position=25&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=25
坤宇幸福花园,3室1厅1卫,85,10942,93,https://qd.anjuke.com/prop/view/A5796742564?auction=201&hpType=1&entry=102&position=26&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=26
水寨花园,3室2厅1卫,96,9584,92,https://qd.anjuke.com/prop/view/A5791157274?auction=201&hpType=1&entry=102&position=27&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=27
世纪绿洲,3室2厅1卫,90,10556,95,https://qd.anjuke.com/prop/view/A5502099040?auction=201&hpType=1&entry=102&position=28&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=28
供电小区,3室2厅1卫,95,9264,88,https://qd.anjuke.com/prop/view/A5767554704?auction=201&hpType=1&entry=102&position=29&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=29
永合硕辉苑,3室1厅1卫,90,9445,85,https://qd.anjuke.com/prop/view/A5803932748?auction=201&hpType=1&entry=102&position=30&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=30
新珠花苑,3室1厅1卫,87,10690,93,https://qd.anjuke.com/prop/view/A5750591878?auction=201&hpType=1&entry=102&position=31&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=31
青湖国际缇香郡,3室2厅1卫,88.6,11059,98,https://qd.anjuke.com/prop/view/A5776311566?auction=201&hpType=1&entry=102&position=32&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=32
福临圣水山庄,3室2厅1卫,91.4,9080,83,https://qd.anjuke.com/prop/view/A5745561766?auction=201&hpType=1&entry=102&position=33&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=33
西湖花园,3室2厅1卫,82,11952,98,https://qd.anjuke.com/prop/view/A5764163882?auction=201&hpType=1&entry=102&position=34&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=34
山水新城(一期二期),3室1厅1卫,94,9788,92,https://qd.anjuke.com/prop/view/A5791344796?auction=201&hpType=1&entry=102&position=35&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=35
烽台小区,3室1厅1卫,83.5,10304,86,https://qd.anjuke.com/prop/view/A5777232710?auction=201&hpType=1&entry=102&position=36&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=36
和平六区,3室1厅1卫,96,9167,88,https://qd.anjuke.com/prop/view/A5787612672?auction=201&hpType=1&entry=102&position=37&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=37
台东花园,3室2厅1卫,84,10953,92,https://qd.anjuke.com/prop/view/A5781880360?auction=201&hpType=1&entry=102&position=38&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=38
青特小镇,3室2厅1卫,96,16146,155,https://qd.anjuke.com/prop/view/A5812078497?auction=201&hpType=1&entry=102&position=39&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=39
卓越青岚郡,3室2厅1卫,89.5,10955,98,https://qd.anjuke.com/prop/view/A5762494588?auction=201&hpType=1&entry=102&position=40&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=40
恒大御澜国际,3室2厅2卫,90,10889,98,https://qd.anjuke.com/prop/view/A5780829460?auction=207&hpType=11&entry=102&position=41&kwtype=filter&now_time=1625016795&spread=filtersearch_c&from=from_esf_List_screen&index=41
金科弘阳集美时光,3室2厅1卫,87.7,9637,84.5,https://qd.anjuke.com/prop/view/A5807010930?auction=201&hpType=1&entry=102&position=42&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=42
越秀和悦府,3室2厅2卫,95.9,10422,99.9,https://qd.anjuke.com/prop/view/A5717610788?auction=201&hpType=1&entry=102&position=43&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=43
鑫汇新都,3室2厅2卫,94,9043,85,https://qd.anjuke.com/prop/view/A5737686328?auction=201&hpType=1&entry=102&position=44&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=44
青特小镇,3室2厅1卫,96,15417,148,https://qd.anjuke.com/prop/view/A5809718381?auction=201&hpType=1&entry=102&position=45&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=45
东樱花小区,3室1厅1卫,89,10113,90,https://qd.anjuke.com/prop/view/A5802889400?auction=201&hpType=1&entry=102&position=46&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=46
青特小镇,3室2厅1卫,95,15579,148,https://qd.anjuke.com/prop/view/A5802684102?auction=201&hpType=1&entry=102&position=47&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=47
山水新城(一期二期),3室1厅1卫,94,9788,92,https://qd.anjuke.com/prop/view/A5802606028?auction=201&hpType=1&entry=102&position=48&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=48
永合硕辉苑,3室1厅1卫,90,10445,94,https://qd.anjuke.com/prop/view/A5804319551?auction=201&hpType=1&entry=102&position=49&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=49
福临圣水山庄,3室2厅1卫,91.4,9080,83,https://qd.anjuke.com/prop/view/A5795344895?auction=201&hpType=1&entry=102&position=50&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=50
世纪绿洲,3室2厅1卫,90,10556,95,https://qd.anjuke.com/prop/view/A5696553082?auction=201&hpType=1&entry=102&position=51&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=51
和平三区,3室1厅1卫,91.5,9290,85,https://qd.anjuke.com/prop/view/A5782891858?auction=201&hpType=1&entry=102&position=52&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=52
水发润城,3室1厅1卫,91.1,10756,98,https://qd.anjuke.com/prop/view/A5796759349?auction=201&hpType=1&entry=102&position=53&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=53
融创维多利亚湾,3室2厅1卫,96,10209,98,https://qd.anjuke.com/prop/view/A5695516102?auction=201&hpType=1&entry=102&position=54&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=54
越秀和悦府,3室2厅2卫,95.9,10380,99.5,https://qd.anjuke.com/prop/view/A5412783686?auction=201&hpType=1&entry=102&position=55&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=55
鑫汇新都,3室2厅2卫,94,9043,85,https://qd.anjuke.com/prop/view/A5770884327?auction=201&hpType=1&entry=102&position=56&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=56
世纪绿洲,3室2厅1卫,90,10556,95,https://qd.anjuke.com/prop/view/A5802581737?auction=201&hpType=1&entry=102&position=57&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=57
福临圣水山庄,3室2厅1卫,91.4,9080,83,https://qd.anjuke.com/prop/view/A5801771433?auction=201&hpType=1&entry=102&position=58&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=58
福临圣水山庄,3室2厅1卫,91.4,9080,83,https://qd.anjuke.com/prop/view/A5742381394?auction=201&hpType=1&entry=102&position=59&kwtype=filter&now_time=1625016795&spread=filtersearch_p&from=from_esf_List_screen&index=59
金科弘阳集美时光,3室2厅1卫,87.7,9466,83,https://qd.anjuke.com/prop/view/A5799883704?auction=201&hpType=1&entry=102&position=0&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=0
慧泽苑小区,3室1厅1卫,85,11177,95,https://qd.anjuke.com/prop/view/A5785470689?auction=207&hpType=11&entry=102&position=1&kwtype=filter&now_time=1625016797&spread=filtersearch_c&from=from_esf_List_screen&index=1
华城路四小区,3室1厅1卫,89,10787,96,https://qd.anjuke.com/prop/view/A5743295328?auction=201&hpType=1&entry=102&position=2&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=2
越秀和悦府,3室2厅1卫,95.4,10375,99,https://qd.anjuke.com/prop/view/A5682336313?auction=201&hpType=1&entry=102&position=3&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=3
青特小镇,3室1厅1卫,97,16083,156,https://qd.anjuke.com/prop/view/A5755817628?auction=201&hpType=1&entry=102&position=4&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=4
滨河小区(黄岛),3室2厅1卫,81,11482,93,https://qd.anjuke.com/prop/view/A5763351991?auction=207&hpType=11&entry=102&position=5&kwtype=filter&now_time=1625016797&spread=filtersearch_c&from=from_esf_List_screen&index=5
华城路四小区,3室1厅1卫,89,10787,96,https://qd.anjuke.com/prop/view/A5802439254?auction=201&hpType=1&entry=102&position=6&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=6
青特小镇,3室2厅1卫,96,16146,155,https://qd.anjuke.com/prop/view/A5792714360?auction=201&hpType=1&entry=102&position=7&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=7
阳光馨苑(城阳),3室2厅1卫,99.7,9132,91,https://qd.anjuke.com/prop/view/A5803781435?auction=201&hpType=1&entry=102&position=8&kwtype=filter&now_time=1625016797&spread=filtersearch_p&from=from_esf_List_screen&index=8
